,TSPAN6,TNMD,DPM1,SCYL3,C1orf112,FGR,CFH,FUCA2,GCLC,NFYA,STPG1,NIPAL3,LAS1L,ENPP4,SEMA3F,CFTR,ANKIB1,KRIT1,RAD52,BAD,LAP3,CD99,HS3ST1,WNT16,HECW1,MAD1L1,LASP1,SNX11,TMEM176A,M6PR,KLHL13,CYP26B1,ICA1,DBNDD1,ALS2,CASP10,CFLAR,TFPI,NDUFAF7,RBM5,MTMR7,SLC7A2,ARF5,SARM1,POLDIP2,PLXND1,AK2,CD38,FKBP4,KDM1A,RBM6,CAMKK1,RECQL,CCDC132,HSPB6,ARHGAP33,NDUFAB1,PDK4,SLC22A16,ZMYND10,ABCB5,ARX,SLC25A13,ST7,CDC27,SLC4A1,CALCR,HCCS,DVL2,PRSS22,UPF1,SKAP2,SLC25A5,CCDC109B,HOXA11,POLR2J,MEOX1,THSD7A,LIG3,RPAP3,ACSM3,CIAPIN1,SPPL2B,FAM214B,COPZ2,PRKAR2B,MSL3,CREBBP,BZRAP1,MPO,PON1,GCFC2,WDR54,CROT,ABCB4,RHBDD2,SOX8,IBTK,ZNF195,MYCBP2
CVCL_0505,2.898705163,0,4.708879895,2.396919541,2.340934274,0.036874262,6.475430756,4.283585031,3.248050138,3.88916418,1.18303048,2.499776249,3.410491051,2.057417656,3.887471988,0.011663717,3.660822347,3.489518481,2.547421467,3.223102614,4.229825477,4.509796012,0.840731874,0.107389122,0,2.311084278,5.268661341,2.849142762,0.075966728,4.871610631,2.600312598,2.409508964,0.414816822,2.166852517,2.619733868,0.116483079,2.284533849,1.736408007,3.238640858,4.635547739,0.025330766,0.032472709,5.326938313,0.165606731,4.817794054,2.890935272,4.457025836,0.084517083,5.543412105,4.68975026,3.821517272,1.573912095,3.184892461,2.758375214,0.107637828,2.504731032,4.787449793,0.440409195,0,0.252338223,0,0.429703696,3.502906792,2.550899886,3.542491491,0.015141427,0.010717676,3.844840203,3.768050066,4.283749963,4.16799803,3.078584735,6.508762774,3.696951536,2.193257684,5.437369073,0.215904946,2.773904607,3.508666452,3.458348843,0.900644279,4.306019754,3.163044435,1.650657499,0.269290276,0.095949877,3.150546099,3.517230764,0.016826247,0.66207543,0,2.128603151,3.558852176,0.398285972,0.028002735,4.231562699,0.256496119,3.372854212,2.520584107,3.016187561
CVCL_0511,0.057303981,0,4.647008907,2.336767516,2.491676152,4.991511296,0.080087837,0.290230064,2.969653012,3.939871293,1.475284299,2.262026954,4.199489801,2.050364412,0.079270374,0.014064836,2.957167352,3.046021162,2.646037727,2.630635507,4.757142241,3.079155829,0.014890211,0.097123696,0.002509083,2.463373796,4.355240941,3.345606931,0.01576201,4.964630462,0.063138648,0.003487114,0.665757259,0.106050594,1.467257267,0.078009729,2.139266176,0.10216973,3.270979295,4.3951781,0.033826996,0.034821102,4.777864775,2.705196218,5.325232084,0.160795445,5.208925873,4.483121392,5.908441588,5.237963095,4.60248006,1.469109033,4.508439765,2.299111445,0.311849186,2.243312653,5.040221042,0.043105299,0,0.991901132,0,0,3.024577239,2.225586078,4.155367198,0,0,3.684492774,3.736144236,0.030861936,4.260061939,3.227016222,7.003665731,4.513046453,0.066054463,5.673779332,0,0.012790063,3.264515702,3.943660199,0.651442019,4.482460786,3.344329624,0.84474849,0.065651242,4.276544157,2.657037106,2.999512494,1.542073646,0.66967176,0,2.121909695,4.25105068,1.964588761,0.028190497,3.064473975,0.022709175,3.583222638,2.948866036,3.804934033
CVCL_0525,3.454052904,0,4.634417884,1.781930164,1.981929908,0.023546332,0.948211877,4.174725126,2.51330155,3.560136732,1.438348401,2.85484507,3.912584694,1.223059552,0.768279489,0.011104921,3.410795742,3.196282139,2.180322517,3.585234339,3.820320772,4.776426526,0.01008097,0.025049607,0.007385114,2.829030737,5.725489246,3.235876356,0,4.716716663,0.057562503,0.094409016,1.694174549,2.810333527,2.910159102,1.311809159,3.90266386,4.694974768,2.849490133,4.023394827,0.093138109,0.977060152,5.502060541,2.519609325,5.408333807,1.726392071,4.623769582,0.375699907,4.450734394,4.759566186,3.430012822,2.257963695,4.732861367,2.694393682,0.185858236,1.948326756,3.966729725,0.231389703,0.021593399,0.754092575,0.004466361,0.055948066,3.299441729,2.363750481,4.222167936,0,0,4.111322934,4.354294476,0.575296517,3.804813459,3.104840918,6.718394709,3.346324052,2.039905356,5.839295341,0.037505244,0.011342899,3.487240269,3.803985307,0.952361812,3.820355063,2.377639634,1.841126087,3.559906772,2.668958331,2.673077429,2.660256638,0.010700228,0.017817914,0,2.421246943,4.136027158,2.482521649,0,3.775383439,0.033370579,3.12081364,2.131013682,2.436966956
CVCL_0526,3.223822752,0,5.046434786,2.1487223,2.647317153,0.093221415,0.437191456,4.586058833,2.796381706,3.449900455,2.081807233,3.915590738,3.417099938,1.277657016,0.427392014,0.051472607,3.519639984,3.223496573,1.946370838,2.126303727,4.009356665,5.419267843,0.549432894,0.127620618,0.003729111,3.809547385,4.493544287,3.048844177,0.090565484,4.859204485,0.813794695,0.310777913,1.427617903,3.77219387,3.190945234,0.957310637,2.079700407,0.796320574,3.16051481,4.095496357,0.050076653,2.380230938,4.702931821,2.192675367,4.674863475,2.289155685,5.041280826,0.066797255,4.251510708,5.329184695,3.461136681,1.584511891,4.346928279,2.72717313,0.204948986,1.984911976,4.732478598,0.233382918,0.02717137,1.137379511,3.016718222,0,4.143037491,3.201313694,3.909463585,0,0.038094498,3.703193074,4.057730025,0.21001602,3.840149968,3.541143125,6.804398491,2.981234475,0.349812098,5.312995381,0.037871247,0.037672759,3.39538984,3.246855044,0.498226337,3.843293483,2.869055776,3.270401046,2.929156866,2.533117308,2.463710424,3.121063964,0.033370801,1.582380464,0.030050886,2.817976476,4.134789133,2.684434268,0.05798573,3.023095149,0.811096219,3.666517404,2.60398473,2.583837446
CVCL_0527,3.689272591,0,5.059314384,2.033976788,2.39913974,0.038811609,0.389412352,4.107341309,3.132524463,3.265629691,1.31170145,2.401316334,3.887127116,0.675679002,1.15841276,0.164837931,3.61245982,3.655487511,2.192940455,2.41679021,4.18934823,4.818536952,0.329258304,0.047993517,0.014656445,3.398375876,3.849290418,3.242183559,0.020563783,5.75910528,0.930298912,1.713723043,0.576186004,3.582373062,2.856878407,1.189243986,2.284588025,1.815742732,3.152864818,4.230774421,0.044044457,2.26276369,5.317577959,1.369811812,5.24415444,3.182640554,4.636554605,0.107141803,4.574896471,4.505979841,3.783627445,1.617493721,4.773860085,2.944596933,0.113095256,1.515181997,4.70409933,5.189474389,0,0.252800445,2.147970547,0.572457732,4.866343491,3.602251544,3.995998698,0.120948486,0,4.086151323,4.309302274,0.241666371,3.511668744,3.457289655,6.905958406,1.281025923,0.268361248,6.067651359,0.016779126,0.096280152,3.544321138,3.620448982,0.224587464,4.359834398,2.19180749,2.295060906,1.736290549,3.268978556,2.579633764,2.994624467,0.008890024,0,0.017676788,2.75411092,3.124165074,2.713726936,1.29531156,4.461370135,2.060773471,3.694763426,2.681010779,3.134916635
CVCL_0528,2.931970043,0.02599054,4.545202756,2.549001215,2.546430042,0.04767393,0.172422028,2.423995502,3.308734399,4.695703895,1.078832398,1.312928495,4.192820555,0.539779958,3.513102471,0,3.492195377,3.343319302,2.677899635,2.649079729,4.254725821,4.175001196,0.108176178,0.025679199,0.012067486,2.347425806,3.753373137,2.600612118,0.238488763,3.97209554,4.568788398,0.069394019,4.578472153,3.210969493,2.827540167,0.076275584,1.369853716,0.12643106,3.271830242,3.882235733,1.671178105,3.233050977,5.242637988,3.597784693,4.259062817,3.455921509,3.818457109,0.033099002,5.443525149,5.394219791,3.980495823,1.79855766,3.793768954,2.587200634,0.808015833,2.763884425,4.999521688,0.03495181,0.064962838,0.435710009,0.004568893,0.057298996,3.447913425,2.964170368,3.968514899,0.029305493,0,3.138617242,3.413157445,0.163056797,3.808957967,0.405199289,6.632182764,1.317466504,0.027183117,5.576119276,0.030855603,3.683712373,4.314534092,3.438565967,0.056619947,4.769568729,3.591375976,2.039733617,1.514484437,3.685637385,2.708441891,3.71026721,2.010125324,0.767756865,0,2.975746825,4.312215377,2.050119896,0.156680766,3.80257193,0.717801533,3.807366459,3.842425405,3.60978096
CVCL_0530,3.813416114,0.025330791,4.624502453,2.497603961,3.002780542,0.01769599,2.54866622,0.412130074,3.474718169,4.594307617,0.648375413,1.664669504,3.918066475,0.222137102,1.080868104,0.087963408,3.523725489,3.590317476,2.366347441,3.115700409,3.399473838,5.886115726,0.010082068,0.049449111,0.013235129,2.520133497,4.837528014,2.837664391,0.018564729,4.521704067,2.69433,4.488325739,0.043871599,2.471521411,3.265094754,0.812768879,2.616634266,1.93742328,3.108043678,4.05352384,0.191622096,4.356545824,5.07481661,0.988921859,5.001055474,4.680251965,4.56515277,0.080472298,5.708371539,5.665958294,3.798833713,2.043868634,3.969984049,2.786882468,0.271496878,2.653691408,5.150539892,0.050698502,0.010851378,0.373140564,0.002222513,1.874389023,2.035286765,2.903376629,4.264705018,0,0,3.692870129,3.692945554,0.13795272,4.47309582,0.705434435,6.206629638,3.332517608,0.286182256,5.84200392,0.361182081,0.21450868,3.41550584,4.238202841,0.040453462,3.729091897,3.426783258,1.695324681,0.125262083,2.988006329,2.374029193,4.079062763,0.363029747,0.827278805,0.031661884,3.30888553,3.638024723,2.000210532,0.158752318,3.940956908,2.634889455,3.943489199,3.204792377,3.315869916
CVCL_0531,3.300830545,0,4.802339363,2.515198394,2.477937245,0,1.229985452,4.580384805,2.585447727,4.090332438,2.009757694,2.707515825,3.541938311,0.2527448,3.145027133,0.02761076,4.246088238,3.521991744,1.900926193,3.6524075,4.069728281,4.7169564,0.005621952,0.307943978,0.00822927,3.055442693,4.959323327,3.510648432,0.172534705,4.993697498,4.124251171,0.153161502,3.123399171,3.484726015,2.991496228,0.185175864,2.337911616,1.284868035,3.238477461,4.147399836,1.232583182,3.225767458,5.675733301,3.45706016,5.178770645,2.725944849,4.263815889,0.107832484,5.032789334,5.115902742,4.03551469,2.032197427,4.519579218,2.946078834,0.661314331,2.433555099,4.703183941,0.331708064,0.024028836,0.559515985,0.022165478,0,4.061302088,2.594900153,4.261407873,0.03184937,0.103057356,3.989719422,3.837559742,0.053563205,3.968461478,1.559292476,6.262635095,3.32239256,0,6.163591889,0.041705492,3.538088034,3.48800341,3.593327656,0.346943252,4.396629667,2.815475759,2.775695744,3.130994581,4.187059987,2.855857597,3.282550064,1.244874849,0.332342564,0.017804092,2.617332872,4.352050221,2.926229691,0.445336149,4.544294884,0,4.027120604,3.066696257,3.075428656
CVCL_0532,3.699818414,0,4.820574289,2.380994363,2.344785769,0.034773967,1.752971796,4.48399331,3.489542543,4.008180376,2.244790039,2.80480198,3.69575817,1.547820968,3.581115725,0.079673429,3.344232937,2.630598079,2.087795636,3.244077006,4.349593129,4.24160102,1.1496225,0.10717304,0.923800788,2.33892264,6.021877106,3.060624474,0,4.037474165,2.877875496,0.695766723,1.351347207,2.895445063,3.634303411,1.780329662,2.84151891,3.733465125,2.913871106,3.780023257,1.604819943,3.001551156,4.889665009,1.116407449,5.060741152,4.188360967,4.272025765,0.047636457,4.027031712,5.332594973,3.756199621,1.906682999,3.466223521,2.157205585,0.223086586,2.510918784,4.316549355,1.197664081,0.80675,0.86111208,0,0.052066043,3.418718218,1.894688022,4.22237386,0.02132962,0.161420242,4.21479152,3.327667706,0.591675173,4.158912233,3.263375304,6.505906736,3.394290492,0.510564928,4.988281343,0.4782261,0.248849551,3.565392175,4.351892481,0.668969191,4.517175468,3.187545054,2.782918781,1.95396992,2.865152916,2.683291733,4.039101724,0.573855707,0,0.02364724,2.608346214,4.576332365,1.945835325,0,3.13166756,0.645733277,4.34073993,2.173580208,2.58292864
CVCL_0533,3.196720453,0,4.864148426,2.105826264,2.061885856,0.051068792,0.075870496,4.20144937,2.809427156,3.825504116,1.499024947,1.634964015,4.062391722,0.478247037,2.631021005,0.008162657,3.621873455,3.266922145,2.412658824,3.460571155,4.514492533,5.022129831,0.012312654,0.024501944,0.222467223,2.799431134,5.481695592,3.224488152,0,4.614365421,0.438517793,1.042146251,0.042991219,1.988883446,2.735630986,0.153884113,2.875156005,1.501697753,3.26313345,4.691516084,0.069153401,0.28139375,5.45326625,2.621466779,5.16253826,3.722323533,4.647505011,0.024660302,5.413354987,5.712312801,3.857009144,2.122562907,4.755494223,1.981064576,0.743946394,2.661219342,4.879479224,0.313120774,0.03667483,1.55979101,0.006524698,0.020879276,3.723865784,2.533118955,4.224819884,0,0.019845602,4.159535724,3.75912653,0.081097145,4.401191841,1.229063671,6.562099098,3.645899882,1.320285582,5.494636919,1.481619846,0.003698961,3.231523617,3.999402034,0.412357249,4.584581133,3.223214513,1.98872426,0.429034226,0.731151328,3.084122802,3.708140178,0.063660756,0.82836309,0.015620296,2.671449097,4.382842217,2.015125422,0.009851508,3.831660044,1.818336246,3.280798612,3.326468732,2.673099421
CVCL_0538,0.071739881,0,5.475700619,3.101333109,2.58157732,0.956018512,4.121607304,0.271104789,2.784259112,3.384629695,2.331324953,2.754838438,4.022894474,2.710697464,0.067068343,0.029331117,5.502467659,5.271705669,2.634773693,2.511796345,3.943620219,5.152309884,0.008085094,0.039811521,0.216615812,2.707033506,3.449102841,3.635436823,0,4.494475318,1.281423604,3.47797681,2.590755035,0.755481556,2.277749397,0.016379043,2.6498796,0.147595899,3.454240349,4.626368365,4.799974968,1.875447875,4.64146518,2.535020716,5.098982803,0.097371639,4.85995562,0.089309199,5.051687081,4.533105513,4.16017485,0.727311836,4.572108452,4.147972776,1.200068449,2.430527167,4.764110582,0.012265649,0,1.078510438,0.004768292,0,3.10600174,2.470561088,4.533874384,0.060091308,0.010890748,4.201288242,3.550874928,0.123726842,4.077599702,4.084962972,6.547386297,3.165732502,0.028299135,5.416575311,0.024160526,0.006076224,4.146131075,3.394116764,0.037865447,4.243280653,3.46309467,0.538250088,1.695486964,2.811433545,3.338395587,3.022503868,0.79464679,0.306177218,0,2.816601559,3.360837177,2.30348073,0.045796239,4.163215623,0,3.848606008,2.985681558,3.39652408
CVCL_0539,0.193217534,0,4.049492982,2.152685998,2.347315794,3.184714754,0.102477413,0.322865121,2.675974768,3.597981335,1.111871397,2.811992896,3.281373578,1.308278423,0.42473282,0.012841875,3.128926938,2.725878808,2.514510409,3.110503609,4.605731033,4.921416242,0.004680866,0.068176853,0.001371201,2.516617372,4.673164045,2.9968237,0.017245646,4.63139953,0.027073023,0.033835266,0.864417958,0.543608989,0.886767348,0.036591422,1.745868705,0.150562615,3.234186732,4.434612347,0.036996727,0.023966415,5.463708138,2.344862091,5.068336945,0.773755018,4.751565473,4.87019949,5.350016664,4.785253959,4.522268058,1.196038435,4.078975591,1.925755127,0.271338893,2.893211052,4.731553886,0.021218528,0.005033251,0.592522848,0.008243043,0.331655952,2.167386558,0.521376424,3.33231837,0.026534373,0,3.044125057,3.948388823,0.158356732,4.200931465,3.937374507,7.145841427,4.963023577,0.27442171,6.11779746,0,0.010523203,2.816141118,4.000585822,0.037593718,3.747521094,3.664760396,1.699617294,0.930440289,0.773642716,2.868301832,3.372475019,1.889888562,0.504107504,0,2.634243194,4.414107276,1.148122854,0.139978855,3.410169151,0.006265623,2.925473944,2.333073619,3.828389629
CVCL_0543,3.489745949,0.169272989,4.702210531,2.092321089,2.077866112,0.058118218,1.480381216,4.388395299,3.045055872,3.354348579,2.343020969,3.522519809,3.337784925,1.916562848,2.446084174,0.179198067,4.252824288,3.674286916,2.125423627,3.26332641,3.948804485,5.767337476,0.312828505,0.087157019,1.638762278,3.301155578,5.40775007,2.895671309,0,4.758722425,1.581333946,0.61344273,0.493249906,1.737780013,3.809131432,1.185831532,2.043441927,2.691251716,2.626286231,4.525546928,0.067709734,1.541213705,5.558417376,1.973855478,5.030087997,3.854297174,4.230880256,0.400270714,4.23392951,4.801125089,4.01647623,2.441957716,4.719520754,3.23995877,1.864006743,2.247628406,4.085074322,0.728166517,0.045939219,0.573488861,0.457836598,0,4.133341476,2.631425802,4.081651634,0.030779872,0.162627267,4.458412632,3.757013617,0.147955476,3.957686377,3.461144205,6.256101474,2.89882869,0.326549945,5.820703284,0,0.042731134,3.223614198,4.019272612,0.882501388,4.213957252,2.927508775,3.279706836,3.770369937,3.238567262,3.088266866,3.468408137,0.623025796,0.548951065,0.011501697,2.713357297,3.521434626,2.685090012,0.388803671,3.856566433,0.396759561,4.218528714,2.583707086,3.19537386
CVCL_0544,3.699425233,0.636242005,4.672050275,1.684786652,1.746919184,0.119399276,0.251660233,4.597937343,3.532436198,2.356728948,1.280943406,1.546289734,3.096473592,2.235574023,1.416519962,1.570319589,3.297081885,3.122067783,2.167158782,2.877856523,3.994801238,3.701271664,1.988353226,0.946324762,0,2.440950683,4.834627778,2.376992039,1.173166492,4.174183266,0.141905502,0.186476252,3.139825842,1.762782387,2.252989062,1.777197693,2.784859717,1.113895103,3.036653712,3.77160183,0.014329067,0.774925339,4.961887011,1.134114542,4.681188393,1.676082706,4.109977798,0.314105807,4.919439192,4.167814642,3.892208056,2.578150503,3.561235836,2.56172164,0.293513212,0.852595034,4.333620882,1.233516265,0.019176268,0.046201946,0.015748689,0.120140415,3.135033169,1.864081913,3.134066052,0,0.018028209,3.443607326,3.065841314,3.783240671,3.327830155,2.944525082,6.628017558,1.139863033,2.208332363,4.737244048,0,0.515759389,2.736181405,3.437184753,1.16353739,3.406544864,3.17117126,1.419140731,0.875193925,0.073739443,2.330787355,3.064501728,0.878678507,0.953908603,0,1.92422718,2.9609452,1.205746808,0.367167248,3.564547149,1.301074057,3.144914155,3.09157622,2.533485965
CVCL_0547,4.434435473,0,5.379571762,2.070566576,2.166209774,0.035630629,0.04881078,4.595376505,3.642059019,3.545216548,1.338885671,2.035486372,4.417138732,2.416827825,3.557038976,0.038895095,3.267130419,3.504248117,2.609886542,2.947234162,4.308618965,4.458691577,0.150171967,0.10969451,0.00449961,2.622998477,5.596011544,3.096415266,3.518220022,4.891449391,0.041237059,0.269954665,1.887702715,2.742894259,1.846110394,0.069739764,2.079765455,0.508714881,3.165595534,4.083172489,0.032497067,0.122392545,5.682983067,0.731675963,5.319747894,3.648390186,4.885692242,0.014712468,5.214718068,5.237464637,4.033304238,2.712863036,4.946526706,2.680665048,0.125902095,2.029530414,4.696227699,0.803526932,0,0.369004765,0,0.014496255,4.150141963,3.186550075,3.569214517,0.014616379,0.010355187,4.249390323,4.088864583,0.478750979,4.116279155,3.284400977,7.247541402,2.935143776,3.100652702,6.020946504,0.157591524,0.007697811,3.285500822,4.276565201,0.168587759,4.835976175,3.617317346,0.561749214,1.685654469,0.083938731,2.99507197,3.188465787,1.978533821,0.012090745,0.225975851,2.700454207,3.837053712,1.888045933,0.097938908,4.241431111,2.343398284,3.184924276,3.594238355,3.409012132
CVCL_0548,3.2893095,0,4.686051739,1.947403353,2.828334828,0.026547424,0.60151883,5.632059408,3.228745423,4.052541667,2.161583436,3.16466244,4.033193274,2.583837924,0.672935762,0.015647627,3.936211618,3.469893447,1.682163869,3.48310314,4.857928169,5.936032907,0.005694832,0.295692065,1.099802818,2.682276965,4.805934949,3.129520811,0.020998831,4.820950524,2.317323957,1.346310073,0.757758918,1.255080257,3.326938451,0.054414489,2.041083895,1.694365228,3.077346562,4.953349562,0.053672932,2.15650345,5.756689774,0.229648841,4.568185491,4.012949594,4.900195328,0.040397066,4.467520189,5.665079221,4.223394065,3.601402309,4.220842347,2.754029683,0.162513,3.055944999,4.382119865,0.997907084,0.01224557,0.723254321,0.010038055,0.016132692,4.891504587,2.550831463,3.81006017,0,0,3.739189827,3.955665235,0.105785528,4.304238027,3.75313858,6.282109749,4.171698599,3.337340366,6.188066848,0.017130615,0.884701547,3.398796486,3.740923717,0.056745437,4.233704881,2.628612611,2.205114446,2.963299652,2.400218026,2.591200615,3.688789453,0.434265033,0.772434643,0,2.55255793,3.810568539,2.588333497,0.44537608,3.369940262,0,4.203440934,2.782819677,3.778498214
CVCL_0550,3.402501927,0,5.707732337,2.353232895,2.859786262,0.018414161,2.759361441,4.357903084,2.699108876,3.794822275,1.245073832,2.031344988,3.646552656,0.969691637,0.400356315,0.078104253,3.878410233,3.905533423,2.285357559,2.83031558,4.597755621,4.901202723,0.302293359,0.218381098,0.003063181,3.544171099,4.419623072,2.932461638,0.0931159,5.501329543,0.979583809,0.63769714,2.260533896,1.59797937,3.220202812,0.095031369,2.087155511,0.14013355,3.240776026,4.265380509,0.073356213,2.975286879,5.296439618,2.789565625,5.418424241,2.758897272,4.682667478,0.022512889,4.796637054,4.675511323,3.771480055,2.413341888,4.583879053,3.337968186,0.048764875,1.437291387,4.883253042,0.097357302,0.00566331,0.649261205,3.89995568,0.03671535,4.995881659,3.21986751,3.716312259,0,0.206325088,4.262550533,4.421731245,0.297522048,3.848588178,3.916979989,6.864365432,2.543675981,2.438950564,6.049605843,0.007904591,0.083413159,3.456207879,3.572759546,0.703564772,4.753065103,2.736146306,2.307720067,3.444219255,2.23203839,2.824698207,3.037040445,0.022116172,0.627325552,0.056965497,2.413003659,3.67730574,2.882453776,2.692481671,4.324057284,1.417109324,3.498556664,2.732382279,3.340139173
CVCL_0553,3.264180836,0,5.235630703,2.82361534,2.708982196,0.033960464,0.089427041,3.576198836,3.062951315,3.226193506,1.723800696,3.316993406,3.270680336,2.453227467,4.060534361,0,3.194056805,3.18727801,2.500645729,3.773239075,3.623780783,4.28894825,0.00587312,0.014618626,0.001720712,2.673477041,5.701574701,3.39683627,0,3.750488282,2.193224473,0.651766398,3.725130264,3.544130422,2.363701888,0.014249602,1.92185425,0.106063652,2.70564851,4.156756223,0.009390396,0.095479916,5.050623351,0.741964601,5.670340215,3.624393939,4.216769228,0.033308852,6.710883508,4.304195373,4.2305194,2.127020473,4.295871361,2.747295323,0.378419572,2.896857858,4.920219276,0.906904223,0.006319657,1.933214286,0,0.531235436,3.31956411,1.802253935,3.867558732,0.024945103,2.30237119,3.988416773,3.543769052,4.071461139,3.666415642,3.557066361,6.223192854,2.855581773,0.81025903,5.371272117,0,0.392660985,4.029187909,3.603393265,1.470586703,4.194675876,3.271754756,1.867995234,2.470022448,1.618735573,2.848192171,3.345736695,0.184626853,0,0.106310545,2.441475308,2.968599138,2.716502825,0.330695772,4.526310327,0.0156266,3.609172094,1.965904134,2.435197336
CVCL_0554,3.358556797,0,5.476537433,1.991232699,2.298950053,0.058614425,1.665517159,4.466046519,2.289696305,3.600881772,2.313289998,3.471740452,3.9748168,2.061061523,3.602439216,0.009389719,3.397957988,3.160516817,2.354207364,3.985350336,4.336113716,5.418665399,1.238766072,0.055601412,0.021471348,2.877695819,5.609412141,3.158804219,0,4.875159208,0.795136145,2.726213718,0.79497609,2.094962139,2.712162135,1.030135833,2.242060116,3.477774536,2.72773338,4.233606184,0.053535993,1.953753211,5.088118998,1.886693315,5.204446514,2.884182327,4.875530258,0.078976499,4.743039341,4.836938947,3.79528408,1.548504666,5.097352172,2.511236598,0.359813053,2.554898734,4.350579205,0.133974071,0.006116047,0.371671889,0,0.016066086,3.200655416,2.388381879,4.207336482,0,0,4.108427179,3.940459672,0.15429835,4.16742819,3.208505925,7.492911709,3.952590177,0.029842469,5.525797298,0,0.008524996,3.034274398,3.874724559,0.104915752,4.365107797,2.831135192,2.053122154,2.935931085,1.007147692,2.937893144,3.732904629,0.026900635,0.013406266,0.017996067,2.064928162,4.701542588,2.43786329,0.239155514,3.429224992,0,3.292501636,2.68982023,2.964654513
CVCL_0555,4.437100793,0.251289396,4.861306364,2.569557963,2.808278661,0.015018321,0.03081989,5.164499158,3.732253817,3.310707147,1.235959475,2.152863437,4.027111638,2.561469654,0.326676247,4.06831618,3.739025622,3.357237902,2.705278796,2.851643402,4.497782569,4.329254959,1.451636627,0.095982282,0.004687413,2.74740997,4.637946451,2.949101013,0.023580367,5.283734761,2.033574137,0.005237431,3.097844213,2.299902902,2.036787978,1.914974671,3.152779177,0.986575027,3.019374583,4.148421532,0.020471268,0.1566255,5.088050546,1.323750218,4.761322721,2.500000975,4.75639006,0.027419584,5.518699247,4.412739777,4.264090172,1.914852495,4.077883376,2.881689521,0.094600369,1.229312429,5.079863858,0.866305981,0.037430728,0.188410573,0,0.027038566,3.867831372,2.504853528,3.394806633,0,0.056961487,3.982703988,3.204366859,3.658865893,4.089634473,3.248229293,7.404899629,2.744849971,2.935434435,5.750352891,0.009672343,0.112952978,3.037380478,3.980560867,1.986064863,4.229281116,3.264302579,0.911744728,0.171228612,0.253972862,2.413371566,3.357701475,1.287450198,0.548776322,0,2.447583762,1.660584219,2.059837317,0.115397998,4.18969351,1.135253044,3.783743402,3.434188728,2.584844729
CVCL_0556,2.707284492,0,5.06643793,2.26609192,2.353733447,0.063927888,0.655963248,4.292566482,4.624246597,3.903522961,0.209368147,2.950028876,3.749874672,0.042893594,2.146593826,0.023775806,4.930617149,4.425615795,2.228047657,3.728498168,4.348662022,5.534754041,0.836264154,0.023184214,1.83501806,2.801640002,5.619331322,3.288402328,0.24492381,4.604868648,0.003654725,3.242292469,0.030287032,2.397515055,3.016763634,0.350086509,2.265194966,3.751671194,3.010023416,4.541850077,0,1.678182561,5.348932765,3.100474727,5.422519209,4.175425846,4.543150849,0.077802293,4.760436995,4.737261576,3.833995553,2.664104902,4.420930411,3.705764554,0.570775964,2.625348006,4.569168823,0.640820121,0,1.29033779,0,0.060176295,4.321887741,1.887508265,4.218974018,0,0.012556831,3.582437339,4.097026647,0.114803008,4.014220478,2.38432954,6.355898779,2.259767549,0.252501834,5.805151441,0.156551547,0.009316466,3.066486776,3.715616832,0.281193102,4.621229983,2.920199568,2.535280556,4.558146062,2.826686025,2.513537108,3.726066181,0.051637642,0,0,1.884393125,4.050630148,4.023517127,0.024662538,4.144946114,0,3.297119191,2.490295473,3.129786106
CVCL_0559,0.675305438,0.024074042,4.92507493,2.010846732,2.49195534,0.203586662,4.584015387,4.505955005,3.717419597,4.28821828,1.496108557,1.994056127,3.898774639,0.640830247,0.595616026,0.013136283,2.710173222,3.273695219,2.196557786,2.771508407,4.275525971,4.827454039,0.007188946,0.113564902,0.001411163,3.011018075,4.483001557,2.745203434,0.148561808,4.73579351,0.046626848,0.07530034,2.182398372,1.260234899,2.678825426,2.767293824,3.22095344,2.666463146,3.809000755,4.142634011,0.102525877,0.007418345,4.829193596,0.313468732,4.948487822,3.61185607,4.940124497,2.550126978,5.608990227,5.187121954,3.993309017,2.195640991,3.573452835,2.658539464,0.534182991,3.840059363,5.267399192,0.783884274,0,1.284760835,0.012629344,0,4.107706805,3.027453535,4.306275501,0.761632144,0.009658589,3.533640143,3.481749621,0.08948717,4.575070688,2.501630582,6.742430711,1.641755185,2.355711538,5.335242236,0.314406617,0.01432658,3.411808052,5.134014034,3.302084192,4.67088535,3.269450175,2.067209,0.084969245,3.001679424,2.601924442,3.263410668,2.500101801,0.767095727,0,2.71416556,2.307412999,1.374729114,0.056041677,2.855337353,2.064547818,4.123812231,2.76072088,3.943390653
